file_name,num_ratings,apparent_age_avg,apparent_age_std,real_age
000068.jpg,39,3.66666666666667,0.955133865881839,5
000069.jpg,31,24.4516129032258,2.94209346868767,24
000070.jpg,13,28.8461538461538,2.19264504826757,27
000071.jpg,13,38.6153846153846,6.64001081247189,45
000072.jpg,21,25.047619047619,2.55883157859579,24
000073.jpg,14,19.5714285714286,1.78516475060796,21
000074.jpg,22,23.6818181818182,3.94469340514647,24
000075.jpg,38,34.0263157894737,4.88509504793013,24
000076.jpg,26,19,4.18568990729127,26
000077.jpg,13,20.9230769230769,3.72964561456667,14
000078.jpg,13,17.2307692307692,1.53589529557661,17
000079.jpg,39,1.84615384615385,0.629889778932187,2
000080.jpg,64,25.28125,4.05309503528839,27
000081.jpg,17,25.8823529411765,3.67223285177384,23
000082.jpg,14,26.1428571428571,4.29413092948509,25
000083.jpg,109,24.4036697247706,4.21443565497307,18
000084.jpg,34,53.5,4.37797517885457,58
000085.jpg,15,41.4,9.98427334790641,51
000086.jpg,14,28.2857142857143,3.1968390982,25
000087.jpg,38,30.7631578947368,5.39486347559801,29
000088.jpg,23,34.8695652173913,4.18117369152911,37
000089.jpg,15,56.2,5.59591687878633,50
000090.jpg,12,24.8333333333333,2.65718009562883,35
000091.jpg,39,24.0769230769231,2.30998536546532,22
000092.jpg,18,25.9444444444444,4.81996121807954,28
000093.jpg,58,59.5172413793103,4.37794063302917,59
000094.jpg,13,30.6153846153846,5.75236851998754,30
000095.jpg,33,23.7272727272727,3.67655347500148,17
000096.jpg,13,43.9230769230769,6.99358680579975,53
000097.jpg,13,53.4615384615385,3.28165061656947,51
000098.jpg,17,33.8235294117647,3.02562584678044,24
000099.jpg,45,20.9555555555556,3.19769487682182,19
000100.jpg,33,44.5454545454545,4.05501933635116,45
000101.jpg,38,9.81578947368421,1.6742124111725,9
000102.jpg,13,41.3076923076923,5.02302391301985,41
000103.jpg,24,31.875,5.59745672061254,32
000104.jpg,52,36.75,5.21639572058385,27
000105.jpg,39,55.8461538461538,7.22400407099925,60
000106.jpg,13,47.3076923076923,6.87246456744371,45
000107.jpg,14,20.5714285714286,3.20370664445674,23
000108.jpg,51,34.3921568627451,5.25386878927348,38
000109.jpg,15,24.2,3.82099463490856,20
000110.jpg,64,17.6875,3.2458765050005,13
000111.jpg,36,46,4.96847202726495,54
000112.jpg,13,41.9230769230769,4.82116062204836,49
000113.jpg,25,23.08,2.64449112937316,19
000114.jpg,30,38.3,6.17642905424072,36
000115.jpg,39,89.1538461538462,6.55157056919003,80
000116.jpg,13,25.3846153846154,3.12352529306395,24
000117.jpg,23,12.8695652173913,3.36160605320091,11
000118.jpg,37,8.7027027027027,1.80838886035893,8
000119.jpg,119,57.4957983193277,4.98790732516192,60
000120.jpg,38,65.1315789473684,6.03669433718703,70
000121.jpg,22,24.6363636363636,3.38829152826605,23
000122.jpg,25,16,1.73205080756888,15
000123.jpg,12,24.1666666666667,3.15748269507482,22
000124.jpg,14,28.0714285714286,4.23291653798919,25
000125.jpg,12,34.5833333333333,1.72986249234563,28
000126.jpg,41,40.219512195122,5.41069401797011,37
000127.jpg,26,25,3.41760149812701,24
000128.jpg,38,34.0263157894737,4.49315901695409,26
000129.jpg,40,19.4,3.71276384713806,16
000130.jpg,37,5,0,5
000131.jpg,39,60.4615384615385,7.75563005634295,60
000132.jpg,13,39.7692307692308,4.65750015483711,43
000133.jpg,39,23.3076923076923,4.05328876316145,24
000134.jpg,13,49.1538461538462,5.0965045839633,42
000135.jpg,18,27.1666666666667,4.51468193134095,26
000136.jpg,13,46.7692307692308,4.16641024852022,54
000137.jpg,12,52.25,2.37888438329628,52
000138.jpg,14,33.1428571428571,3.32489775105116,24
000139.jpg,144,25.0833333333333,5.22567625362425,23
000140.jpg,39,25.8974358974359,4.72838501301544,26
000141.jpg,24,23.0416666666667,3.54448949738907,18
000142.jpg,50,44.32,3.76579666070752,54
000143.jpg,38,4.28947368421053,0.835298772792887,4
000144.jpg,16,24.25,2.20605228103657,23
000145.jpg,16,31.8125,4.02026118554504,30
000146.jpg,14,28.6428571428571,5.03231316833281,23
000147.jpg,38,8.89473684210526,1.60723825045981,8
000148.jpg,39,47.5897435897436,9.07198680936903,40
000149.jpg,39,51.3076923076923,4.69688500444063,52
000150.jpg,13,37.2307692307692,2.97640292282049,37
000151.jpg,40,1.225,0.42290206176626,1
000152.jpg,14,26.5,2.7942248133771,25
000153.jpg,16,19.5,2.75680975041804,20
000154.jpg,26,36.0769230769231,3.69781640348005,28
000155.jpg,14,58.5,3.99518941497627,60
000156.jpg,14,35.4285714285714,4.91018228886567,34
000157.jpg,40,42.6,4.6287839683486,48
000158.jpg,36,1.30555555555556,0.467176592151157,1
000159.jpg,85,26.9882352941176,4.68913160212772,18
000160.jpg,12,28.6666666666667,2.93360880249235,21
000161.jpg,13,27.9230769230769,6.80026394661191,30
000162.jpg,12,34.75,2.56284642891099,32
000163.jpg,29,46.8620689655172,5.91441422006461,48
000164.jpg,39,51.5128205128205,7.35159057215653,50
000165.jpg,77,41.3376623376623,4.17892705195204,45
000166.jpg,30,25.2333333333333,5.15740735008518,31
000167.jpg,37,73,6.83942817622773,80
000168.jpg,38,28.0263157894737,6.93400099823527,24
000169.jpg,39,26.3076923076923,5.21714706346116,21
000170.jpg,12,24.25,3.44106220387093,13
000171.jpg,50,27.26,3.98881088106443,32
000172.jpg,14,29.2142857142857,6.02786569485127,33
000173.jpg,13,30.4615384615385,3.40625367560376,28
000174.jpg,13,52.0769230769231,3.94676108688163,52
000175.jpg,13,67.3846153846154,6.89853198802061,72
000176.jpg,14,40.2857142857143,6.23178664872,47
000177.jpg,38,25.3684210526316,3.01725714561886,30
000178.jpg,37,5.45945945945946,0.730091112829785,6
000179.jpg,13,26.2307692307692,2.83295623433209,27
000180.jpg,13,27.6153846153846,2.81479607131261,26
000181.jpg,15,17.0666666666667,2.73774324859693,14
000182.jpg,21,25.4285714285714,4.03201473920208,23
000183.jpg,13,29,3.7638632635454,28
000184.jpg,20,36,4.50730401389613,33
000185.jpg,38,24.7105263157895,3.69739056806314,26
000186.jpg,24,17.25,2.23120166492525,16
000187.jpg,39,5.33333333333333,1.57836246476386,8
000188.jpg,38,31.3157894736842,5.98694644524774,39
000189.jpg,95,39.9789473684211,5.49076390330902,46
000190.jpg,14,64,7.14681209189965,65
000191.jpg,41,49.2682926829268,5.0696370197673,55
000192.jpg,14,9.92857142857143,2.20014984504677,6
000193.jpg,28,67.5357142857143,4.53367762464788,63
000194.jpg,16,20.875,4.19324854180304,21
000195.jpg,54,25.2962962962963,3.6478457309198,26
000196.jpg,21,22.047619047619,2.8718668227512,17
000197.jpg,54,21.0185185185185,2.71606500006098,22
000198.jpg,14,16.8571428571429,2.44499938200851,17
000199.jpg,38,21,5.14650235465665,24
000200.jpg,87,17.6666666666667,3.37110383780614,15
000201.jpg,22,31.5454545454545,3.11260528951419,33
000202.jpg,39,19.4358974358974,3.83745304648026,16
000203.jpg,39,11.5384615384615,2.2576904109959,12
000204.jpg,61,11.6229508196721,1.96777314432863,16
000205.jpg,14,44,3.16227766016838,34
000206.jpg,20,38.85,9.62056459662814,44
000207.jpg,32,23.15625,4.62189302789348,28
000208.jpg,14,19.7857142857143,2.75062430475957,18
000209.jpg,14,23.7857142857143,4.64391365832033,16
000210.jpg,13,37.0769230769231,7.53283411098305,45
000211.jpg,13,20.6153846153846,4.82249004731065,19
000212.jpg,14,17.7857142857143,2.607048771447,15
000213.jpg,16,16.5625,2.33719917850405,15
000214.jpg,14,28.8571428571429,4.99010008928668,34
000215.jpg,36,18.6111111111111,2.78031630038,17
000216.jpg,38,35.3421052631579,8.04808627845011,49
000217.jpg,38,8,1.48869614636977,7
000218.jpg,40,7.025,2.01898044846453,8
000219.jpg,40,18.975,3.81284939550732,23
000220.jpg,22,15.8636363636364,2.85015378942552,24
000221.jpg,41,37.4146341463415,5.16708626672759,41
000222.jpg,14,46.3571428571429,6.53519634049286,56
000223.jpg,37,18.2972972972973,2.492932954316,18
000224.jpg,15,55.2666666666667,5.93376135427806,60
000225.jpg,18,22.1666666666667,6.14769205857441,29
000226.jpg,14,22.6428571428571,5.09308947884881,25
000227.jpg,40,22.85,3.70412105910604,30
000228.jpg,38,60.0263157894737,7.9269872335134,50
000229.jpg,13,41.3076923076923,5.20231703802282,49
000230.jpg,13,52.8461538461538,5.62503561242288,58
000231.jpg,37,31.4324324324324,5.62998194461551,30
000232.jpg,13,31.4615384615385,4.62989173047248,28
000233.jpg,17,5.17647058823529,1.42457423980145,6
000234.jpg,39,35.1794871794872,5.04647764011689,25
000235.jpg,37,10.2702702702703,2.15572427437906,4
000236.jpg,38,5.81578947368421,1.59145120171929,6
000237.jpg,19,35.4210526315789,6.14921665719106,37
000238.jpg,39,1.35897435897436,0.668351447383765,1
000239.jpg,39,25.3846153846154,4.15245890765425,30
000240.jpg,39,31.9487179487179,4.09716665866546,26
000241.jpg,37,33.3513513513514,6.98894450867549,30
000242.jpg,38,32.4736842105263,5.52995206521067,30
000243.jpg,79,21.5443037974684,3.26519119617052,17
000244.jpg,14,44.3571428571429,3.77455331757981,48
000245.jpg,13,31.3846153846154,6.50049307794495,32
000246.jpg,34,28.2352941176471,4.54645265333922,18
000247.jpg,59,29.4915254237288,3.41584987837344,28
000248.jpg,13,16.4615384615385,2.69615110281875,15
000249.jpg,38,9.05263157894737,1.5236401721243,11
000250.jpg,39,8.35897435897436,1.79893505759116,10
000251.jpg,38,1.02631578947368,0.434140474542338,1
000252.jpg,31,37.0322580645161,5.8622172765814,30
000253.jpg,17,22.4705882352941,3.46622357650988,19
000254.jpg,12,42.4166666666667,5.31649804995276,53
000255.jpg,37,72.6756756756757,6.72083846478024,80
000256.jpg,127,33.6850393700787,4.81680389885503,39
000257.jpg,38,9.68421052631579,2.25538710236354,13
000258.jpg,38,6.07894736842105,1.28150205254169,7
000259.jpg,14,34.0714285714286,5.78411998112452,34
000260.jpg,14,21.8571428571429,3.69734089182072,15
000261.jpg,12,25.8333333333333,2.51661147842358,27
000262.jpg,16,34.0625,3.76773583645846,31
000263.jpg,39,43.7179487179487,6.32850160177089,30
000264.jpg,38,18.0526315789474,3.68303171549665,16
000265.jpg,30,55.6,5.87572446010145,52
000266.jpg,49,18.6938775510204,4.05279780744453,16
000267.jpg,39,28.6923076923077,7.36690267756598,18
000268.jpg,70,22.5857142857143,4.50601162745387,28
000269.jpg,13,16.3846153846154,1.70970082853022,15
000270.jpg,13,17.9230769230769,1.32045058354705,16
000271.jpg,39,37.4358974358974,8.09741632541507,40
000272.jpg,21,21.3809523809524,3.73465112796618,17
000273.jpg,32,19.625,2.53682554996747,19
000274.jpg,14,38.5714285714286,3.54562104171167,44
000275.jpg,33,22.030303030303,3.2833371788933,24
000276.jpg,38,58.6842105263158,8.49834725794627,50
000277.jpg,15,23.0666666666667,4.69751707465408,32
000278.jpg,13,40.3846153846154,3.86303985522761,43
000279.jpg,39,3.74358974358974,0.992549845439266,3
000280.jpg,39,34.6923076923077,4.9744285371543,30
000281.jpg,37,70,4.88193950529227,70
000282.jpg,18,33.4444444444444,2.28092401870053,26
000283.jpg,18,22.5,2.64018715914121,26
000284.jpg,14,17.3571428571429,3.22507347220166,19
000285.jpg,39,55.6923076923077,6.93258456457181,50
000286.jpg,30,39.2333333333333,4.8258165886331,41
000287.jpg,98,24.2551020408163,5.05293876824823,25
000288.jpg,36,48.5555555555556,5.78887822562464,50
000289.jpg,16,21.5,2.80475786239502,25
000290.jpg,39,38.8205128205128,5.766837110272,50
000291.jpg,21,62.6666666666667,6.30343821523883,51
000292.jpg,79,36.4430379746835,4.84833261172581,40
000293.jpg,12,37.25,3.8405728739343,45
000294.jpg,37,6.51351351351351,1.52062891999078,9
000295.jpg,32,37.59375,6.17935885075884,34
000296.jpg,44,20.5909090909091,4.43725340261126,30
000297.jpg,13,14.2307692307692,2.55453342621329,13
000298.jpg,13,43.0769230769231,3.14805597317716,44
000299.jpg,33,16.4848484848485,2.69398881912597,17
000300.jpg,13,26.7692307692308,4.60351036626482,31
000301.jpg,18,28.9444444444444,4.90464632318739,25
000302.jpg,14,23.6428571428571,4.16223207235923,33
000303.jpg,14,19.5714285714286,4.12710152927778,18
000304.jpg,38,4.34210526315789,1.04690833872946,6
000305.jpg,12,28.25,4.41330632601825,30
000306.jpg,59,28.9491525423729,5.25036527075304,27
000307.jpg,14,22.1428571428571,2.98347094859308,26
000308.jpg,68,19.0735294117647,3.27958941947251,16
000309.jpg,14,25.2142857142857,6.81828504750359,26
000310.jpg,33,27.2121212121212,4.47742654711928,23
000311.jpg,39,68.0512820512821,7.60868173777657,70
000312.jpg,37,1.91891891891892,0.79506737584442,2
000313.jpg,38,59.1315789473684,6.73903935984936,60
000314.jpg,221,25.8506787330317,3.75019538775227,26
000315.jpg,13,18.5384615384615,4.33234702779345,18
000316.jpg,14,30.0714285714286,4.35826863496337,14
000317.jpg,41,33.780487804878,4.37899643252853,35
000318.jpg,59,22.0847457627119,3.7842146526984,18
000319.jpg,12,27.25,2.98861475968687,26
000320.jpg,13,22.7692307692308,3.56262651597213,18
000321.jpg,65,25.3076923076923,4.22759933695781,34
000322.jpg,15,43.6,7.87219337741576,65
000323.jpg,39,1.79487179487179,0.767068485911312,1
000324.jpg,39,66.7692307692308,6.53919976780331,70
000325.jpg,15,24.8,6.01426874785527,35
000326.jpg,39,1.33333333333333,0.477566932940919,1
000327.jpg,12,16.9166666666667,2.77843426585856,13
000328.jpg,71,21.7605633802817,4.186593530826,19
000329.jpg,27,21.037037037037,3.01893360542429,18
000330.jpg,20,57.7,4.0665516233368,59
000331.jpg,25,20.64,3.7291643389192,15
000332.jpg,13,25.3846153846154,5.2367047771549,16
000333.jpg,39,53.3076923076923,9.61674484305985,50
000334.jpg,27,23.8888888888889,3.55542200603889,19
000335.jpg,38,5.73684210526316,1.17827658218484,4
000336.jpg,39,29.1794871794872,8.41950053172863,30
000337.jpg,13,52.3076923076923,4.75016868796284,58
000338.jpg,15,35.2,4.93095180612077,36
000339.jpg,14,20.3571428571429,2.0978796202592,22
000340.jpg,19,18.4210526315789,2.3408400551389,21
000341.jpg,101,23.1287128712871,3.90041886554927,23
000342.jpg,12,25.75,4.41330632601825,25
000343.jpg,43,20,3.4364987719369,14
000344.jpg,25,13.52,2.04368947412924,14
000345.jpg,24,27.3333333333333,5.21425026222385,29
000346.jpg,43,23.2325581395349,5.48086371930871,14
000347.jpg,28,22.1785714285714,5.17152869031092,30
000348.jpg,13,32.5384615384615,3.97104907665856,53
000349.jpg,13,55.6923076923077,5.77905147039165,55
000350.jpg,39,27.0769230769231,5.30334857169265,26
000351.jpg,37,36.2972972972973,5.08191163105242,30
000352.jpg,32,31.46875,6.25781769134133,41
000353.jpg,16,46.875,6.34428877022476,48
000354.jpg,13,42.8461538461538,6.26958469977815,44
000355.jpg,13,23.5384615384615,2.33150111213729,22
000356.jpg,14,28.6428571428571,5.25660233723915,25
000357.jpg,37,4.91891891891892,0.982581022341397,7
000358.jpg,14,25.9285714285714,5.12106187477507,27
000359.jpg,39,32.6153846153846,4.79372058896013,30
000360.jpg,38,8.10526315789474,2.16594619089423,5
000361.jpg,13,25.0769230769231,2.75262112847429,23
000362.jpg,38,2.15789473684211,0.369537021476632,2
000363.jpg,31,25.741935483871,4.99978494161155,26
000364.jpg,46,21.0652173913043,3.86667916039961,15
000365.jpg,31,30.2903225806452,3.90037219067699,33
000366.jpg,79,21.873417721519,3.75317673515689,15
000367.jpg,14,42.5714285714286,6.39367819640001,47
000368.jpg,13,49.3076923076923,7.49871783912218,45
000369.jpg,38,27.1315789473684,3.82856301199838,25
000370.jpg,39,26.7435897435897,5.44212588452802,40
000371.jpg,37,29.972972972973,6.40089614596827,26
000372.jpg,34,59.9411764705882,4.80492913876162,63
000373.jpg,38,1.73684210526316,0.723512846644974,1
000374.jpg,13,42.8461538461538,6.10800231726317,43
000375.jpg,13,31.9230769230769,4.27125154300115,35
000376.jpg,38,1.07894736842105,0.427537192778714,1
000377.jpg,14,36.3571428571429,5.03231316833281,39
000378.jpg,15,16.4,2.50142816349838,13
000379.jpg,13,51.0769230769231,3.8829013735766,48
000380.jpg,13,31.0769230769231,3.72964561456667,28
000381.jpg,100,37.1,4.60895044911792,35
000382.jpg,123,27.5284552845528,3.7945716258629,27
000383.jpg,13,25,3.21455025366432,25
000384.jpg,37,19.3243243243243,4.7084678686033,16
000385.jpg,14,54.2142857142857,7.99209774550001,58
000386.jpg,39,20.2051282051282,4.04695783846197,20
000387.jpg,31,35.0322580645161,7.27774631310061,35
000388.jpg,17,23.3529411764706,4.06111401696918,23
000389.jpg,12,59.8333333333333,4.95127776590564,68
000390.jpg,14,18.7142857142857,2.12778582744423,18
000391.jpg,49,14.0816326530612,1.83526490701249,11
000392.jpg,37,16.1081081081081,2.4356585213105,14
000393.jpg,13,20,4.56435464587638,26
000394.jpg,75,26.32,4.35008542941897,26
000395.jpg,37,31.8108108108108,4.70128728138391,25
000396.jpg,39,4.30769230769231,0.977479200312996,5
000397.jpg,39,4.66666666666667,1.36368952581114,4
000398.jpg,13,31.3076923076923,3.83806842445119,40
000399.jpg,38,31.3684210526316,6.43647147178579,26
000400.jpg,15,34.6,7.59511120956858,47
000401.jpg,46,17.1521739130435,2.62439318958242,15
000402.jpg,12,43.8333333333333,5.02418393795691,51
000403.jpg,15,42.4,7.66066017296906,43
000404.jpg,13,33.1538461538462,3.5554220060389,41
000405.jpg,40,27.85,4.32968288055301,25
000406.jpg,38,30.9736842105263,3.96938855734777,26
000407.jpg,28,26.1785714285714,4.20804847377878,22
000408.jpg,15,26.8666666666667,4.59606456915147,27
000409.jpg,39,8.41025641025641,2.31377964558276,10
000410.jpg,13,27.4615384615385,3.79946015058685,25
000411.jpg,15,15.1333333333333,1.76743020337707,16
000412.jpg,40,56.5,9.67947868907761,64
000413.jpg,13,37.2307692307692,4.38090261159817,44
000414.jpg,26,29.8846153846154,4.86889657377869,36
000415.jpg,13,28.3846153846154,2.4337372337779,37
000416.jpg,78,46.5897435897436,6.9290202778836,47
000417.jpg,32,49.03125,5.7050310281591,51
000418.jpg,40,6.3,1.92420479745897,9
000419.jpg,17,41.2941176470588,4.07376830898544,41
000420.jpg,38,24.0526315789474,4.54376536568904,25
000421.jpg,30,14.7666666666667,2.64813966364331,15
000422.jpg,14,30.4285714285714,4.10842072810476,25
000423.jpg,46,15.8913043478261,2.29228911177903,14
000424.jpg,277,23.9891696750903,4.59953034347272,19
000425.jpg,32,23.03125,6.62100457732082,17
000426.jpg,14,30.7142857142857,4.04643378465858,30
000427.jpg,36,47.5277777777778,7.31138490344676,45
000428.jpg,115,20.2347826086957,4.24745627649626,21
000429.jpg,14,25.4285714285714,2.56347977784662,34
000430.jpg,13,40.9230769230769,5.31446984595733,32
000431.jpg,108,23.2685185185185,4.32036360853276,28
000432.jpg,98,29.1632653061224,5.64352357131793,34
000433.jpg,12,37.6666666666667,5.78922719498479,44
000434.jpg,37,24.1891891891892,5.01019980660473,25
000435.jpg,12,60.25,5.62664117472324,67
000436.jpg,14,22.8571428571429,3.05984270227039,19
000437.jpg,36,56.2777777777778,2.85468147946603,56
000438.jpg,40,4.425,1.03496562559046,4
000439.jpg,94,33.1702127659574,6.86527540640991,31
000440.jpg,157,38.6624203821656,5.17582415105641,37
000441.jpg,37,54.1351351351351,8.56725731479439,62
000442.jpg,38,6.86842105263158,1.64679956002428,5
000443.jpg,74,14.0135135135135,2.08381396405754,15
000444.jpg,38,1.5,0.687730305405377,2
000445.jpg,17,36.1764705882353,5.23492232652079,41
000446.jpg,41,32.9268292682927,3.39404068848945,29
000447.jpg,33,17.3030303030303,2.800500496394,13
000448.jpg,39,1.02564102564103,0.279772415703182,1
000449.jpg,13,36.1538461538462,5.80008841665587,38
000450.jpg,14,43.8571428571429,4.46967806201095,44
000451.jpg,38,27.0789473684211,3.27464938455243,24
000452.jpg,39,5.02564102564103,1.2244693692238,5
000453.jpg,69,22.0289855072464,4.76189227863423,33
000454.jpg,37,25.1351351351351,3.48936608507558,25
000455.jpg,18,18.3888888888889,1.6138696240399,16
000456.jpg,13,47.0769230769231,4.36771371279335,50
000457.jpg,38,43.2368421052632,5.35463532725703,40
000458.jpg,79,41.1012658227848,5.29536550325355,40
000459.jpg,38,1.18421052631579,0.392859452063192,1
000460.jpg,15,25.4666666666667,3.06749471222426,25
000461.jpg,37,68.054054054054,7.18001062342895,60
000462.jpg,37,1.05405405405405,0.229243435135126,1
000463.jpg,13,25.6153846153846,2.10311124838343,21
000464.jpg,39,29.0769230769231,5.41627477041776,18
000465.jpg,11,21.3636363636364,1.85864075456917,23
000466.jpg,39,23.8717948717949,2.9035322152916,20
000467.jpg,14,27.5714285714286,5.25816999043885,32
000468.jpg,12,20,2.62851496269108,19
000469.jpg,38,49.7631578947368,7.56747739226908,49
000470.jpg,14,39.3571428571429,5.75936886041602,35
000471.jpg,32,1,0,1
000472.jpg,13,58.1538461538462,5.08012719404665,65
000473.jpg,117,24.2649572649573,3.02971821380381,19
000474.jpg,37,2.43243243243243,0.72803161334521,2
000475.jpg,20,20.05,2.74293350457613,16
000476.jpg,13,45.1538461538462,5.35173108825786,40
000477.jpg,24,23.7916666666667,2.37704907792005,23
000478.jpg,13,40.9230769230769,4.19248411767094,37
000479.jpg,39,40.5897435897436,5.7843616247783,50
000480.jpg,40,33.35,8.91138712618976,26
000481.jpg,15,52.7333333333333,4.86190242992342,56
000482.jpg,37,1.10810810810811,0.314800093867678,1
000483.jpg,38,5.86842105263158,1.67930250372119,8
000484.jpg,13,24.9230769230769,4.9575117828325,17
000485.jpg,13,28.9230769230769,1.65637850251377,24
000486.jpg,38,23.9736842105263,5.47469284393377,25
000487.jpg,13,22.6153846153846,2.90225376614054,24
000488.jpg,28,28.4285714285714,4.67006678855065,26
000489.jpg,31,24.5483870967742,5.01888905155593,18
000490.jpg,13,25.5384615384615,1.8536173919926,23
000491.jpg,14,26.8571428571429,3.67647705235372,26
000492.jpg,14,22.5,3.85805849937704,17
000493.jpg,38,57.5789473684211,6.76489978730581,54
000494.jpg,21,36,5.26307894677631,38
000495.jpg,63,24.0952380952381,4.89144838274984,33
000496.jpg,13,40.2307692307692,4.22598797430546,41
000497.jpg,38,2.97368421052632,1.26249093344913,2
000498.jpg,61,42.5901639344262,4.29486922261252,38
000499.jpg,14,32.8571428571429,3.57032950121592,29
000500.jpg,13,46.8461538461538,6.47876214830881,55
000501.jpg,30,42.7666666666667,5.55029252620407,50
000502.jpg,17,22.7058823529412,2.75600947663358,19
000503.jpg,13,23.6923076923077,4.17102336332894,19
000504.jpg,13,26.9230769230769,8.19005024874225,30
000505.jpg,35,31.6857142857143,4.81279806454458,34
000506.jpg,36,21.5555555555556,3.20218179589608,17
000507.jpg,85,26.2117647058824,3.48839613046242,22
000508.jpg,38,32.3684210526316,5.85602509147436,30
000509.jpg,20,15.15,1.08942283125661,14
000510.jpg,40,26.975,3.55533185727924,28
000511.jpg,98,24.1122448979592,3.24238251799737,23
000512.jpg,19,53.3684210526316,5.55988135680559,67
000513.jpg,215,25.3441860465116,5.68015492440347,27
000514.jpg,18,37,5.84103133520302,34
000515.jpg,38,59.0263157894737,7.77552237614336,70
000516.jpg,23,34.1739130434783,5.05112205278143,27
000517.jpg,12,18.6666666666667,2.77434130866584,14
000518.jpg,38,39.5,8.51310595335057,40
000519.jpg,25,33.24,4.50259184618519,20
000520.jpg,39,21,4.14855713661864,16
000521.jpg,19,17.4736842105263,1.67890245407302,15
000522.jpg,13,29.1538461538462,6.60613545433528,45
000523.jpg,39,2,0.229415733870562,2
000524.jpg,28,30,5.70250107571393,28
000525.jpg,39,40.3333333333333,3.06365221790606,39
000526.jpg,28,20.1785714285714,3.62147475002648,23
000527.jpg,14,29.1428571428571,6.1250700825773,28
000528.jpg,50,41.2,5.0223988089277,56
000529.jpg,38,1.73684210526316,0.759950586100417,2
000530.jpg,106,50.0943396226415,6.26635506097641,40
000531.jpg,38,2.02631578947368,0.716102140731453,2
000532.jpg,14,31.2857142857143,4.26846344950735,27
000533.jpg,38,68.1842105263158,6.23787586489441,80
